RidingNum,Riding,LastName,FirstName,Party,Votes
59015,Kamloops--Thompson--Nicola,Currie,Iain,Liberal,24961
59015,Kamloops--Thompson--Nicola,Enns,Chris,PPC,516
59015,Kamloops--Thompson--Nicola,Godau,Miguel,NDP,3681
59015,Kamloops--Thompson--Nicola,Lindley,Jenna,Green,936
59016,Kelowna,Fuhr,Stephen,Liberal,28702
59016,Kelowna,Gray,Tracy,Conservative,27620
59016,Kelowna,McAleese,Trevor,NDP,1941
59016,Kelowna,Wright,Catriona,Green,578
59017,Langley Township--Fraser Heights,Aldag,John,Liberal,28034
59017,Langley Township--Fraser Heights,Haghighat,Sepehr,PPC,303
59017,Langley Township--Fraser Heights,Isaac,Holly,NDP,2611
59017,Langley Township--Fraser Heights,Joehl,Alex,Libertarian,347
59017,Langley Township--Fraser Heights,Soutar,Debora,Green,491
59017,Langley Township--Fraser Heights,Van Popta,Tako,Conservative,33574
59018,Mission--Matsqui--Abbotsford,Cote,Jules,NDP,2745
59018,Mission--Matsqui--Abbotsford,Howe,Jeff,Liberal,21838
59018,Mission--Matsqui--Abbotsford,Kidder,John,Green,723
59018,Mission--Matsqui--Abbotsford,Sinclair,Kevin,PPC,502
59018,Mission--Matsqui--Abbotsford,Vis,Brad,Conservative,33791
59019,Nanaimo--Ladysmith,Barron,Lisa Marie,NDP,13586
59019,Nanaimo--Ladysmith,Corfield,Michelle,Liberal,20656
59019,Nanaimo--Ladysmith,Kronis,Tamara,Conservative,26381
59019,Nanaimo--Ladysmith,Manly,Paul,Green,13485
59019,Nanaimo--Ladysmith,Welton,Stephen,PPC,289
59020,New Westminster--Burnaby--Maillardville,Julian,Peter,NDP,17574
59020,New Westminster--Burnaby--Maillardville,Panchi,Indy,Conservative,17507
59020,New Westminster--Burnaby--Maillardville,Sawatzky,Jake,Liberal,19547
59020,New Westminster--Burnaby--Maillardville,Shushtarian,Tara,Green,690
59020,New Westminster--Burnaby--Maillardville,Singh,Lourence Almonte,Independent,385
59021,North Island--Powell River,Gunn,Aaron,Conservative,31356
59021,North Island--Powell River,Johnston,Tanille,NDP,26357
59021,North Island--Powell River,Lash,Jennifer,Liberal,21218
59021,North Island--Powell River,Macknight,Paul,PPC,341
59021,North Island--Powell River,Staples,Glen,Independent,152
59021,North Island--Powell River,Wegg,Jessica,Green,1505
59022,North Vancouver--Capilano,Arjmand,Ehsan,PPC,256
59022,North Vancouver--Capilano,Bentz,Tammy,NDP,2684
59022,North Vancouver--Capilano,Curran,Stephen,Conservative,21339
59022,North Vancouver--Capilano,King,Oliver,Independent,102
59022,North Vancouver--Capilano,Robinson,Andrew,Green,1076
59022,North Vancouver--Capilano,Wilkinson,Jonathan,Liberal,37907
59023,Okanagan Lake West--South Kelowna,Albas,Dan,Conservative,33219
59023,Okanagan Lake West--South Kelowna,Badohal,Harpreet,NDP,2189
59023,Okanagan Lake West--South Kelowna,Lecouffe,Louise,Green,602
59023,Okanagan Lake West--South Kelowna,Robinson,Debbie,PPC,307
59023,Okanagan Lake West--South Kelowna,Sicotte,Juliette,Liberal,28827
59023,Okanagan Lake West--South Kelowna,Suddard,Gary,CFP,90
59024,Pitt Meadows--Maple Ridge,Buddle,Peter,Rhinoceros,172
59024,Pitt Meadows--Maple Ridge,Dalton,Marc,Conservative,31924
59024,Pitt Meadows--Maple Ridge,Heydenrych,Daniel,NDP,4141
59024,Pitt Meadows--Maple Ridge,Lehner,Chris,PPC,368
59024,Pitt Meadows--Maple Ridge,Rowell,Angie,Liberal,30728
59025,Port Moody--Coquitlam,Lambert,Paul,Conservative,25126
59025,Port Moody--Coquitlam,Milani,Nash,Green,519
59025,Port Moody--Coquitlam,Royer,Zoe,Liberal,27074
59025,Port Moody--Coquitlam,Verrier,Roland,MarxistLeninist,117
59025,Port Moody--Coquitlam,Zarrillo,Bonita,NDP,9360
59026,Prince George--Peace River--Northern Rockies,Forbes,Mary,Green,1259
59026,Prince George--Peace River--Northern Rockies,Longley,Cory Grizz,NDP,3542
59026,Prince George--Peace River--Northern Rockies,Njenga,Peter,Liberal,11545
59026,Prince George--Peace River--Northern Rockies,Watson,David,PPC,690
59026,Prince George--Peace River--Northern Rockies,Zimmer,Bob,Conservative,41956
59027,Richmond Centre--Marpole,Au,Chak,Conservative,23532
59027,Richmond Centre--Marpole,Li,Martin,NDP,2109
59027,Richmond Centre--Marpole,Miao,Wilson,Liberal,21232
59027,Richmond Centre--Marpole,Sisler,Michael,Green,420
59027,Richmond Centre--Marpole,Wang,David,PPC,193
59028,Richmond East--Steveston,Bains,Parm,Liberal,25705
59028,Richmond East--Steveston,Ji,Steven,Green,494
59028,Richmond East--Steveston,Pelech,Keefer,NDP,2251
59028,Richmond East--Steveston,Segal,Zach,Conservative,24605
59029,Saanich--Gulf Islands,Beckham,David,Liberal,25409
59029,Saanich--Gulf Islands,May,Elizabeth,Green,31199
59029,Saanich--Gulf Islands,Ounsted,Cathie,Conservative,20015
59029,Saanich--Gulf Islands,Plant,Colin,NDP,3163
59030,Similkameen--South Okanagan--West Kootenay,Dewar,Barry,PPC,654
59030,Similkameen--South Okanagan--West Kootenay,Konanz,Helena,Conservative,30054
59030,Similkameen--South Okanagan--West Kootenay,Mansfield,Philip,Green,1044
59030,Similkameen--South Okanagan--West Kootenay,Morgan,Gloria,Liberal,25431
59030,Similkameen--South Okanagan--West Kootenay,Sankey,Linda,NDP,11033
59031,Skeena--Bulkley Valley,Bachrach,Taylor,NDP,17677
59031,Skeena--Bulkley Valley,Dhillon,Inderpal,Liberal,4923
59031,Skeena--Bulkley Valley,Ross,Ellis,Conservative,21202
59031,Skeena--Bulkley Valley,Taylor,Rod,Heritage,602
59031,Skeena--Bulkley Valley,Young,Adeana,Green,528
59032,South Surrey--White Rock,Findlay,Kerry-Lynne,Conservative,29924
59032,South Surrey--White Rock,Kinnie,Christine,Green,875
59032,South Surrey--White Rock,Klassen,Ernie,Liberal,33094
59032,South Surrey--White Rock,Park,Jureun,NDP,1634
59033,Surrey Centre,Abbott,Ryan,Communist,182
59033,Surrey Centre,Denofrio,Dominic,NDP,2811
59033,Surrey Centre,Dhillon,Rajvir,Conservative,17920
59033,Surrey Centre,Khurana,Krishan,Green,395
59033,Surrey Centre,Sarai,Randeep,Liberal,19900
59033,Surrey Centre,Tanchak,Beverly,PPC,246
59034,Surrey Newton,Dhaliwal,Sukh,Liberal,20263
59034,Surrey Newton,Gill,Harjit Singh,Conservative,18023
59034,Surrey Newton,Toor,Raj Singh,NDP,2467
59034,Surrey Newton,Zafar,Salman,Communist,222
59035,Vancouver Centre,Allan,Elaine,Conservative,16368
59035,Vancouver Centre,Fry,Hedy,Liberal,29855
59035,Vancouver Centre,Lewis,Avi,NDP,6807
59035,Vancouver Centre,MacDonald,Scott,Green,757
59035,Vancouver Centre,McPherson,Drew William,Independent,63
59035,Vancouver Centre,Varga,Christopher,PPC,211
59036,Vancouver East,Cabal,Lita,Conservative,10162
59036,Vancouver East,Cariou,Kimball,Communist,329
59036,Vancouver East,Kwan,Jenny,NDP,24945
59036,Vancouver East,Murphy,Meghan Emily,PPC,329
59036,Vancouver East,Steel,Nikida,Green,1099
59036,Vancouver East,Wiens,Mark,Liberal,20287
59037,Vancouver Fraserview--South Burnaby,Bhangu,Manoj,NDP,5088
59037,Vancouver Fraserview--South Burnaby,Dow,Alexander,Green,658
59037,Vancouver Fraserview--South Burnaby,Nayyar,Avi,Conservative,18500
59037,Vancouver Fraserview--South Burnaby,Reyes,Desiderio Magtanggol,PPC,482
59037,Vancouver Fraserview--South Burnaby,Robertson,Gregor,Liberal,27117
59038,Vancouver Granville,Kroll,Jerry,Green,945
59038,Vancouver Granville,Noormohamed,Taleeb,Liberal,37010
59038,Vancouver Granville,Rogers,Marie,Conservative,17133
59038,Vancouver Granville,Sahota,Sukhi Singh,NDP,4489
59039,Vancouver Kingsway,Bhatia,Ravinder,Conservative,12352
59039,Vancouver Kingsway,Davies,Don,NDP,18788
59039,Vancouver Kingsway,Gill,Amy K.,Liberal,18485
59039,Vancouver Kingsway,Popat,Imtiaz,Green,499
59039,Vancouver Kingsway,Wang,Fiona,PPC,322
59040,Vancouver Quadra,Charko,Ken,Conservative,17008
59040,Vancouver Quadra,Digby,Tom,Green,1032
59040,Vancouver Quadra,Ede,John Odan,PPC,182
59040,Vancouver Quadra,Fakirani,Alim,NDP,2391
59040,Vancouver Quadra,Grant,Wade,Liberal,35384
59041,Vernon--Lake Country--Monashee,Anderson,Scott,Conservative,33850
59041,Vernon--Lake Country--Monashee,Main,Leah Ellen,NDP,3417
59041,Vernon--Lake Country--Monashee,Sears,Anna Warwick,Liberal,28769
59041,Vernon--Lake Country--Monashee,Visscher,Blair,Green,1105
59042,Victoria,Collins,Laurel,NDP,18877
59042,Victoria,Doherty,Michael,Green,2350
59042,Victoria,Filipovic,Steve,Independent,73
59042,Victoria,Fraser,Cody,Rhinoceros,109
59042,Victoria,Greaves,Will,Liberal,41128
59042,Victoria,Mohr,David,PPC,278
59042,Victoria,Moreau,Mary,Heritage,83
59042,Victoria,Ross,Angus,Conservative,12870
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,Askari,Peyman,PPC,308
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,Greenlaw,Lauren,Green,2205
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,Jeffrey,Gordon,Rhinoceros,99
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,Rosenberg,Jager,NDP,2070
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,Roy,Keith,Conservative,21181
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,Weiler,Patrick,Liberal,38384
60001,Yukon,Dupont,Gabrielle,Green,474
60001,Yukon,Hanley,Brendan,Liberal,12009
60001,Yukon,Leef,Ryan,Conservative,8719
60001,Yukon,McCallum,Katherine,NDP,1434
61001,Northwest Territories,Alty,Rebecca,Liberal,8855
61001,Northwest Territories,Eyes,Rainbow,Green,170
61001,Northwest Territories,Fairman,Kimberly,Conservative,5513
61001,Northwest Territories,Kotchilea,Kelvin,NDP,2011
62001,Nunavut,Arreak,James T.,Conservative,1992
62001,Nunavut,Idlout,Lori,NDP,2853
62001,Nunavut,Kabloona,Kilikvak,Liberal,2812
